Timestamp,Voltage (V),Current (A),Power (W),Energy So Far (Joules)
2025-08-29T11:15:15,0.874358,1.285920,1.124355,0.1124
2025-08-29T11:15:15,0.803711,0.669750,0.538285,0.1663
2025-08-29T11:15:15,0.749181,0.544730,0.408101,0.2071
2025-08-29T11:15:15,0.748644,0.544730,0.407809,0.2479
2025-08-29T11:15:16,0.748375,0.544730,0.407663,0.2886
2025-08-29T11:15:16,0.748644,0.544730,0.407809,0.3294
2025-08-29T11:15:16,0.748913,0.544730,0.407955,0.3702
2025-08-29T11:15:16,0.748375,0.553660,0.414346,0.4116
2025-08-29T11:15:16,0.748375,0.544730,0.407663,0.4524
2025-08-29T11:15:17,0.748644,0.544730,0.407809,0.4932
2025-08-29T11:15:17,0.748913,0.544730,0.407955,0.5340
2025-08-29T11:15:17,0.749987,0.544730,0.408540,0.5748
2025-08-29T11:15:17,0.749181,0.544730,0.408101,0.6156
2025-08-29T11:15:18,0.749181,0.544730,0.408101,0.6564
2025-08-29T11:15:18,0.748375,0.544730,0.407663,0.6972
2025-08-29T11:15:18,0.748913,0.544730,0.407955,0.7380
2025-08-29T11:15:18,0.748913,0.544730,0.407955,0.7788
2025-08-29T11:15:18,0.748913,0.544730,0.407955,0.8196
2025-08-29T11:15:19,0.748375,0.535800,0.400980,0.8597
2025-08-29T11:15:19,0.749450,0.535800,0.401555,0.8999
2025-08-29T11:15:19,0.748644,0.535800,0.401123,0.9400
2025-08-29T11:15:19,0.748644,0.544730,0.407809,0.9807
2025-08-29T11:15:19,0.747569,0.544730,0.407223,1.0215
2025-08-29T11:15:20,0.749450,0.535800,0.401555,1.0616
2025-08-29T11:15:20,0.748644,0.544730,0.407809,1.1024
2025-08-29T11:15:20,0.794578,0.634030,0.503786,1.1528
2025-08-29T11:15:20,0.749987,0.544730,0.408540,1.1936
2025-08-29T11:15:20,0.749450,0.544730,0.408248,1.2345
2025-08-29T11:15:21,0.749450,0.544730,0.408248,1.2753
2025-08-29T11:15:21,0.748375,0.544730,0.407663,1.3161
2025-08-29T11:15:21,0.748644,0.544730,0.407809,1.3568
2025-08-29T11:15:21,0.749450,0.544730,0.408248,1.3977
2025-08-29T11:15:22,0.749718,0.535800,0.401699,1.4378
2025-08-29T11:15:22,0.749987,0.544730,0.408540,1.4787
2025-08-29T11:15:22,0.749181,0.544730,0.408101,1.5195
2025-08-29T11:15:22,0.749450,0.544730,0.408248,1.5603
2025-08-29T11:15:22,0.749181,0.544730,0.408101,1.6011
2025-08-29T11:15:23,0.749450,0.535800,0.401555,1.6413
2025-08-29T11:15:23,0.749450,0.544730,0.408248,1.6821
2025-08-29T11:15:23,0.748107,0.544730,0.407516,1.7229
2025-08-29T11:15:23,0.748913,0.553660,0.414643,1.7643
2025-08-29T11:15:23,0.748913,0.553660,0.414643,1.8058
2025-08-29T11:15:24,0.749718,0.544730,0.408394,1.8466
2025-08-29T11:15:24,0.749450,0.544730,0.408248,1.8875
2025-08-29T11:15:24,0.748644,0.544730,0.407809,1.9282
2025-08-29T11:15:24,0.749450,0.544730,0.408248,1.9691
2025-08-29T11:15:24,0.749718,0.544730,0.408394,2.0099
2025-08-29T11:15:25,0.748375,0.544730,0.407663,2.0507
2025-08-29T11:15:25,0.748375,0.544730,0.407663,2.0914
2025-08-29T11:15:25,0.749450,0.553660,0.414940,2.1329
2025-08-29T11:15:25,0.748644,0.544730,0.407809,2.1737
2025-08-29T11:15:26,0.748644,0.544730,0.407809,2.2145
2025-08-29T11:15:26,0.748644,0.535800,0.401123,2.2546
2025-08-29T11:15:26,0.749181,0.544730,0.408101,2.2954
2025-08-29T11:15:26,0.749718,0.544730,0.408394,2.3363
2025-08-29T11:15:26,0.748644,0.544730,0.407809,2.3770
2025-08-29T11:15:27,0.749987,0.535800,0.401843,2.4172
2025-08-29T11:15:27,0.748644,0.535800,0.401123,2.4573
2025-08-29T11:15:27,0.749450,0.535800,0.401555,2.4975
2025-08-29T11:15:27,0.748913,0.544730,0.407955,2.5383
2025-08-29T11:15:27,0.748913,0.544730,0.407955,2.5791
2025-08-29T11:15:28,0.749450,0.544730,0.408248,2.6199
2025-08-29T11:15:28,0.748375,0.535800,0.400980,2.6600
2025-08-29T11:15:28,0.748913,0.544730,0.407955,2.7008
2025-08-29T11:15:28,0.748107,0.535800,0.400836,2.7409
2025-08-29T11:15:29,0.748375,0.544730,0.407663,2.7816
2025-08-29T11:15:29,0.748375,0.535800,0.400980,2.8217
2025-08-29T11:15:29,0.748913,0.544730,0.407955,2.8625
2025-08-29T11:15:29,0.748644,0.544730,0.407809,2.9033
2025-08-29T11:15:29,0.749987,0.544730,0.408540,2.9442
2025-08-29T11:15:30,0.749181,0.544730,0.408101,2.9850
2025-08-29T11:15:30,0.748644,0.544730,0.407809,3.0258
2025-08-29T11:15:30,0.748644,0.544730,0.407809,3.0665
2025-08-29T11:15:30,0.748644,0.544730,0.407809,3.1073
2025-08-29T11:15:31,0.749450,0.535800,0.401555,3.1475
2025-08-29T11:15:31,0.749450,0.544730,0.408248,3.1883
2025-08-29T11:15:31,0.749450,0.535800,0.401555,3.2285
2025-08-29T11:15:31,0.748913,0.544730,0.407955,3.2693
2025-08-29T11:15:31,0.748644,0.544730,0.407809,3.3100
2025-08-29T11:15:32,0.749987,0.553660,0.415238,3.3516
2025-08-29T11:15:32,0.749181,0.535800,0.401411,3.3917
2025-08-29T11:15:32,0.748913,0.535800,0.401267,3.4318
2025-08-29T11:15:32,0.748913,0.544730,0.407955,3.4726
2025-08-29T11:15:32,0.749718,0.544730,0.408394,3.5135
2025-08-29T11:15:33,0.749718,0.544730,0.408394,3.5543
2025-08-29T11:15:33,0.748644,0.544730,0.407809,3.5951
2025-08-29T11:15:33,0.748644,0.535800,0.401123,3.6352
2025-08-29T11:15:33,0.748644,0.535800,0.401123,3.6753
2025-08-29T11:15:33,0.749987,0.544730,0.408540,3.7162
2025-08-29T11:15:34,0.749450,0.553660,0.414940,3.7577
2025-08-29T11:15:34,0.749181,0.544730,0.408101,3.7985
2025-08-29T11:15:34,0.749181,0.535800,0.401411,3.8386
2025-08-29T11:15:34,0.748644,0.535800,0.401123,3.8787
2025-08-29T11:15:35,0.749181,0.535800,0.401411,3.9189
2025-08-29T11:15:35,0.748913,0.535800,0.401267,3.9590
2025-08-29T11:15:35,0.749987,0.535800,0.401843,3.9992
2025-08-29T11:15:35,0.748107,0.535800,0.400836,4.0393
2025-08-29T11:15:35,0.748913,0.544730,0.407955,4.0801
2025-08-29T11:15:36,0.749450,0.535800,0.401555,4.1202
2025-08-29T11:15:36,0.749181,0.544730,0.408101,4.1610
2025-08-29T11:15:36,0.748644,0.544730,0.407809,4.2018
2025-08-29T11:15:36,0.751062,0.535800,0.402419,4.2420
2025-08-29T11:15:37,0.803711,0.678680,0.545463,4.2966
2025-08-29T11:15:37,0.749181,0.535800,0.401411,4.3367
2025-08-29T11:15:37,0.748913,0.535800,0.401267,4.3769
2025-08-29T11:15:37,0.749987,0.544730,0.408540,4.4177
2025-08-29T11:15:37,0.748644,0.535800,0.401123,4.4578
2025-08-29T11:15:37,0.749987,0.544730,0.408540,4.4987
2025-08-29T11:15:38,0.749450,0.544730,0.408248,4.5395
2025-08-29T11:15:38,0.749181,0.535800,0.401411,4.5796
2025-08-29T11:15:38,0.748913,0.535800,0.401267,4.6198
2025-08-29T11:15:38,0.749987,0.535800,0.401843,4.6600
2025-08-29T11:15:39,0.749987,0.544730,0.408540,4.7008
2025-08-29T11:15:39,0.748375,0.535800,0.400980,4.7409
2025-08-29T11:15:39,0.748913,0.535800,0.401267,4.7810
2025-08-29T11:15:39,0.748644,0.535800,0.401123,4.8211
2025-08-29T11:15:39,0.749987,0.544730,0.408540,4.8620
2025-08-29T11:15:40,0.749450,0.535800,0.401555,4.9022
2025-08-29T11:15:40,0.749718,0.544730,0.408394,4.9430
2025-08-29T11:15:40,0.749450,0.535800,0.401555,4.9831
2025-08-29T11:15:40,0.748913,0.535800,0.401267,5.0233
2025-08-29T11:15:40,0.749450,0.535800,0.401555,5.0634
2025-08-29T11:15:41,0.748913,0.544730,0.407955,5.1042
2025-08-29T11:15:41,0.748375,0.535800,0.400980,5.1443
2025-08-29T11:15:41,0.749181,0.535800,0.401411,5.1845
2025-08-29T11:15:41,0.749450,0.544730,0.408248,5.2253
2025-08-29T11:15:41,0.748644,0.535800,0.401123,5.2654
2025-08-29T11:15:42,0.748913,0.535800,0.401267,5.3055
2025-08-29T11:15:42,0.749450,0.535800,0.401555,5.3457
2025-08-29T11:15:42,0.748913,0.535800,0.401267,5.3858
2025-08-29T11:15:42,0.748913,0.535800,0.401267,5.4259
2025-08-29T11:15:43,0.749987,0.535800,0.401843,5.4661
2025-08-29T11:15:43,0.748375,0.535800,0.400980,5.5062
2025-08-29T11:15:43,0.748913,0.544730,0.407955,5.5470
2025-08-29T11:15:43,0.748644,0.535800,0.401123,5.5871
2025-08-29T11:15:43,0.749987,0.544730,0.408540,5.6280
2025-08-29T11:15:44,0.749181,0.535800,0.401411,5.6681
2025-08-29T11:15:44,0.749987,0.553660,0.415238,5.7096
2025-08-29T11:15:44,0.749718,0.535800,0.401699,5.7498
2025-08-29T11:15:44,0.749987,0.535800,0.401843,5.7900
2025-08-29T11:15:45,0.749450,0.544730,0.408248,5.8308
2025-08-29T11:15:45,0.749718,0.535800,0.401699,5.8710
2025-08-29T11:15:45,0.749450,0.544730,0.408248,5.9118
2025-08-29T11:15:45,0.749450,0.544730,0.408248,5.9526
2025-08-29T11:15:45,0.749987,0.535800,0.401843,5.9928
2025-08-29T11:15:46,0.749718,0.535800,0.401699,6.0330
2025-08-29T11:15:46,0.749450,0.535800,0.401555,6.0732
2025-08-29T11:15:46,0.749718,0.544730,0.408394,6.1140
2025-08-29T11:15:46,0.874089,0.741190,0.647866,6.1788
2025-08-29T11:15:46,0.748644,0.544730,0.407809,6.2196
2025-08-29T11:15:46,0.748644,0.544730,0.407809,6.2603
2025-08-29T11:15:47,0.748644,0.544730,0.407809,6.3011
2025-08-29T11:15:47,0.749987,0.535800,0.401843,6.3413
2025-08-29T11:15:47,0.749718,0.535800,0.401699,6.3815
2025-08-29T11:15:47,0.749181,0.535800,0.401411,6.4216
2025-08-29T11:15:47,0.749718,0.535800,0.401699,6.4618
2025-08-29T11:15:48,0.748375,0.544730,0.407663,6.5026
2025-08-29T11:15:48,0.748644,0.544730,0.407809,6.5433
2025-08-29T11:15:48,0.748913,0.544730,0.407955,6.5841
2025-08-29T11:15:48,0.749718,0.544730,0.408394,6.6250
2025-08-29T11:15:49,0.749181,0.535800,0.401411,6.6651
2025-08-29T11:15:49,0.748644,0.535800,0.401123,6.7052
2025-08-29T11:15:49,0.749987,0.535800,0.401843,6.7454
2025-08-29T11:15:49,0.752136,0.535800,0.402994,6.7857
2025-08-29T11:15:50,0.748913,0.544730,0.407955,6.8265
2025-08-29T11:15:50,0.749450,0.544730,0.408248,6.8673
2025-08-29T11:15:50,0.752136,0.535800,0.402994,6.9076
2025-08-29T11:15:50,0.748913,0.544730,0.407955,6.9484
2025-08-29T11:15:50,0.749718,0.544730,0.408394,6.9893
2025-08-29T11:15:51,0.749450,0.535800,0.401555,7.0294
2025-08-29T11:15:51,0.749450,0.535800,0.401555,7.0696
2025-08-29T11:15:51,0.749450,0.544730,0.408248,7.1104
2025-08-29T11:15:51,0.748644,0.535800,0.401123,7.1505
2025-08-29T11:15:51,0.749718,0.535800,0.401699,7.1907
2025-08-29T11:15:52,0.749987,0.544730,0.408540,7.2315
2025-08-29T11:15:52,0.749181,0.535800,0.401411,7.2717
2025-08-29T11:15:52,0.749718,0.535800,0.401699,7.3118
2025-08-29T11:15:52,0.748913,0.553660,0.414643,7.3533
2025-08-29T11:15:52,0.748644,0.535800,0.401123,7.3934
2025-08-29T11:15:53,0.749181,0.535800,0.401411,7.4336
2025-08-29T11:15:53,0.779535,0.616170,0.480326,7.4816
2025-08-29T11:15:53,0.749450,0.544730,0.408248,7.5224
2025-08-29T11:15:53,0.748913,0.535800,0.401267,7.5625
2025-08-29T11:15:53,0.749450,0.535800,0.401555,7.6027
2025-08-29T11:15:54,0.748913,0.544730,0.407955,7.6435
2025-08-29T11:15:54,0.749181,0.535800,0.401411,7.6836
2025-08-29T11:15:54,0.748913,0.535800,0.401267,7.7238
2025-08-29T11:15:54,0.749450,0.544730,0.408248,7.7646
2025-08-29T11:15:54,0.749450,0.526870,0.394863,7.8041
2025-08-29T11:15:55,0.748913,0.544730,0.407955,7.8449
2025-08-29T11:15:55,0.749718,0.535800,0.401699,7.8850
2025-08-29T11:15:55,0.749718,0.535800,0.401699,7.9252
2025-08-29T11:15:55,0.749181,0.535800,0.401411,7.9654
2025-08-29T11:15:56,0.749181,0.535800,0.401411,8.0055
2025-08-29T11:15:56,0.748644,0.535800,0.401123,8.0456
2025-08-29T11:15:56,0.873284,0.714400,0.623874,8.1080
2025-08-29T11:15:56,0.749181,0.544730,0.408101,8.1488
2025-08-29T11:15:56,0.749718,0.535800,0.401699,8.1890
2025-08-29T11:15:56,0.748913,0.535800,0.401267,8.2291
2025-08-29T11:15:56,0.749987,0.535800,0.401843,8.2693
2025-08-29T11:15:57,0.873552,0.723330,0.631867,8.3325
2025-08-29T11:15:57,0.749718,0.544730,0.408394,8.3733
2025-08-29T11:15:57,0.749987,0.544730,0.408540,8.4142
2025-08-29T11:15:57,0.749987,0.535800,0.401843,8.4543
2025-08-29T11:15:57,0.749450,0.562590,0.421633,8.4965
2025-08-29T11:15:57,0.873552,0.723330,0.631867,8.5597
2025-08-29T11:15:57,0.749450,0.535800,0.401555,8.5999
2025-08-29T11:15:58,0.749987,0.526870,0.395146,8.6394
2025-08-29T11:15:58,0.748913,0.535800,0.401267,8.6795
2025-08-29T11:15:58,0.749718,0.535800,0.401699,8.7197
2025-08-29T11:15:58,0.748913,0.544730,0.407955,8.7605
2025-08-29T11:15:58,0.749181,0.544730,0.408101,8.8013
2025-08-29T11:15:59,0.749987,0.535800,0.401843,8.8415
2025-08-29T11:15:59,0.749987,0.535800,0.401843,8.8816
2025-08-29T11:15:59,0.750793,0.544730,0.408979,8.9225
2025-08-29T11:15:59,0.749450,0.535800,0.401555,8.9627
2025-08-29T11:16:00,0.751062,0.544730,0.409126,9.0036
2025-08-29T11:16:00,0.749450,0.544730,0.408248,9.0444
2025-08-29T11:16:00,0.749450,0.526870,0.394863,9.0839
2025-08-29T11:16:00,0.748913,0.535800,0.401267,9.1240
2025-08-29T11:16:00,0.749718,0.535800,0.401699,9.1642
2025-08-29T11:16:00,0.874089,0.571520,0.499560,9.2142
2025-08-29T11:16:01,0.748375,0.839420,0.628201,9.2770
2025-08-29T11:16:01,0.748913,0.544730,0.407955,9.3178
2025-08-29T11:16:01,0.749450,0.544730,0.408248,9.3586
2025-08-29T11:16:01,0.748644,0.535800,0.401123,9.3987
2025-08-29T11:16:02,0.749450,0.535800,0.401555,9.4389
2025-08-29T11:16:02,0.749987,0.526870,0.395146,9.4784
2025-08-29T11:16:02,0.748913,0.535800,0.401267,9.5185
2025-08-29T11:16:02,0.749987,0.535800,0.401843,9.5587
2025-08-29T11:16:02,0.749181,0.535800,0.401411,9.5988
2025-08-29T11:16:03,0.749987,0.544730,0.408540,9.6397
2025-08-29T11:16:03,0.748644,0.544730,0.407809,9.6805
2025-08-29T11:16:03,0.749181,0.535800,0.401411,9.7206
2025-08-29T11:16:03,0.748644,0.535800,0.401123,9.7607
2025-08-29T11:16:03,0.749718,0.535800,0.401699,9.8009
2025-08-29T11:16:04,0.748913,0.526870,0.394580,9.8404
2025-08-29T11:16:04,0.749987,0.544730,0.408540,9.8812
2025-08-29T11:16:04,0.748644,0.535800,0.401123,9.9213
2025-08-29T11:16:04,0.748375,0.535800,0.400980,9.9614
2025-08-29T11:16:04,0.749987,0.544730,0.408540,10.0023
2025-08-29T11:16:05,0.749181,0.535800,0.401411,10.0424
2025-08-29T11:16:05,0.749987,0.535800,0.401843,10.0826
2025-08-29T11:16:05,0.749181,0.535800,0.401411,10.1227
2025-08-29T11:16:05,0.749718,0.544730,0.408394,10.1636
2025-08-29T11:16:06,0.749718,0.544730,0.408394,10.2044
2025-08-29T11:16:06,0.749987,0.535800,0.401843,10.2446
2025-08-29T11:16:06,0.749450,0.544730,0.408248,10.2854
2025-08-29T11:16:06,0.749450,0.535800,0.401555,10.3256
2025-08-29T11:16:06,0.749181,0.535800,0.401411,10.3657
2025-08-29T11:16:07,0.749987,0.535800,0.401843,10.4059
2025-08-29T11:16:07,0.748913,0.544730,0.407955,10.4467
2025-08-29T11:16:07,0.749987,0.544730,0.408540,10.4876
2025-08-29T11:16:07,0.748644,0.544730,0.407809,10.5283
2025-08-29T11:16:07,0.748913,0.535800,0.401267,10.5685
2025-08-29T11:16:08,0.748913,0.544730,0.407955,10.6093
2025-08-29T11:16:08,0.748913,0.535800,0.401267,10.6494
2025-08-29T11:16:08,0.749181,0.535800,0.401411,10.6895
2025-08-29T11:16:08,0.749450,0.535800,0.401555,10.7297
2025-08-29T11:16:09,0.749450,0.544730,0.408248,10.7705
2025-08-29T11:16:09,0.749450,0.535800,0.401555,10.8107
2025-08-29T11:16:09,0.749181,0.535800,0.401411,10.8508
2025-08-29T11:16:09,0.749987,0.535800,0.401843,10.8910
2025-08-29T11:16:09,0.794578,0.634030,0.503786,10.9414
2025-08-29T11:16:10,0.748913,0.535800,0.401267,10.9815
2025-08-29T11:16:10,0.749718,0.544730,0.408394,11.0223
2025-08-29T11:16:10,0.749718,0.544730,0.408394,11.0632
2025-08-29T11:16:10,0.749450,0.526870,0.394863,11.1027
2025-08-29T11:16:10,0.749987,0.544730,0.408540,11.1435
2025-08-29T11:16:11,0.748644,0.535800,0.401123,11.1836
2025-08-29T11:16:11,0.749718,0.535800,0.401699,11.2238
2025-08-29T11:16:11,0.749987,0.535800,0.401843,11.2640
2025-08-29T11:16:11,0.748913,0.535800,0.401267,11.3041
2025-08-29T11:16:11,0.749718,0.544730,0.408394,11.3450
2025-08-29T11:16:12,0.749181,0.535800,0.401411,11.3851
2025-08-29T11:16:12,0.749718,0.535800,0.401699,11.4253
2025-08-29T11:16:12,0.749718,0.535800,0.401699,11.4654
2025-08-29T11:16:12,0.749181,0.535800,0.401411,11.5056
2025-08-29T11:16:13,0.749987,0.526870,0.395146,11.5451
2025-08-29T11:16:13,0.749718,0.535800,0.401699,11.5853
2025-08-29T11:16:13,0.749181,0.544730,0.408101,11.6261
2025-08-29T11:16:13,0.749450,0.535800,0.401555,11.6662
2025-08-29T11:16:13,0.748913,0.544730,0.407955,11.7070
2025-08-29T11:16:14,0.749450,0.535800,0.401555,11.7472
2025-08-29T11:16:14,0.748644,0.535800,0.401123,11.7873
2025-08-29T11:16:14,0.748644,0.553660,0.414494,11.8287
2025-08-29T11:16:14,0.749450,0.535800,0.401555,11.8689
2025-08-29T11:16:14,0.749450,0.526870,0.394863,11.9084
2025-08-29T11:16:15,0.749450,0.544730,0.408248,11.9492
2025-08-29T11:16:15,0.749450,0.535800,0.401555,11.9894
2025-08-29T11:16:15,0.748913,0.544730,0.407955,12.0302
2025-08-29T11:16:15,0.749718,0.526870,0.395004,12.0697
2025-08-29T11:16:16,0.749450,0.544730,0.408248,12.1105
2025-08-29T11:16:16,0.748644,0.544730,0.407809,12.1513
2025-08-29T11:16:16,0.749718,0.544730,0.408394,12.1921
2025-08-29T11:16:16,0.873821,0.759050,0.663274,12.2584
2025-08-29T11:16:16,0.749718,0.544730,0.408394,12.2993
2025-08-29T11:16:16,0.749718,0.544730,0.408394,12.3401
2025-08-29T11:16:17,0.749987,0.535800,0.401843,12.3803
2025-08-29T11:16:17,0.749987,0.544730,0.408540,12.4211
2025-08-29T11:16:17,0.748913,0.544730,0.407955,12.4619
2025-08-29T11:16:17,0.749718,0.535800,0.401699,12.5021
2025-08-29T11:16:17,0.749718,0.535800,0.401699,12.5423
2025-08-29T11:16:18,0.749450,0.535800,0.401555,12.5824
2025-08-29T11:16:18,0.749450,0.544730,0.408248,12.6233
2025-08-29T11:16:18,0.749987,0.535800,0.401843,12.6634
2025-08-29T11:16:18,0.749450,0.544730,0.408248,12.7043
2025-08-29T11:16:19,0.749718,0.544730,0.408394,12.7451
2025-08-29T11:16:19,0.749987,0.544730,0.408540,12.7860
2025-08-29T11:16:19,0.749181,0.544730,0.408101,12.8268
2025-08-29T11:16:19,0.748913,0.535800,0.401267,12.8669
2025-08-29T11:16:19,0.749181,0.535800,0.401411,12.9070
2025-08-29T11:16:20,0.749987,0.535800,0.401843,12.9472
2025-08-29T11:16:20,0.749718,0.535800,0.401699,12.9874
2025-08-29T11:16:20,0.748644,0.535800,0.401123,13.0275
2025-08-29T11:16:20,0.749450,0.535800,0.401555,13.0677
2025-08-29T11:16:20,0.749987,0.535800,0.401843,13.1078
2025-08-29T11:16:21,0.749987,0.544730,0.408540,13.1487
2025-08-29T11:16:21,0.749181,0.544730,0.408101,13.1895
2025-08-29T11:16:21,0.749718,0.544730,0.408394,13.2304
2025-08-29T11:16:21,0.749181,0.544730,0.408101,13.2712
2025-08-29T11:16:22,0.749987,0.535800,0.401843,13.3113
2025-08-29T11:16:22,0.748913,0.544730,0.407955,13.3521
2025-08-29T11:16:22,0.748644,0.535800,0.401123,13.3923
2025-08-29T11:16:22,0.749450,0.535800,0.401555,13.4324
2025-08-29T11:16:22,0.749718,0.535800,0.401699,13.4726
2025-08-29T11:16:23,0.749181,0.544730,0.408101,13.5134
2025-08-29T11:16:23,0.749718,0.535800,0.401699,13.5536
2025-08-29T11:16:23,0.749181,0.535800,0.401411,13.5937
2025-08-29T11:16:23,0.749450,0.544730,0.408248,13.6345
2025-08-29T11:16:23,0.749718,0.544730,0.408394,13.6754
2025-08-29T11:16:24,0.749181,0.535800,0.401411,13.7155
2025-08-29T11:16:24,0.748644,0.535800,0.401123,13.7556
2025-08-29T11:16:24,0.749987,0.535800,0.401843,13.7958
2025-08-29T11:16:24,0.748644,0.544730,0.407809,13.8366
2025-08-29T11:16:25,0.749718,0.535800,0.401699,13.8768
2025-08-29T11:16:25,0.749450,0.535800,0.401555,13.9169
2025-08-29T11:16:25,0.749450,0.535800,0.401555,13.9571
2025-08-29T11:16:25,0.748644,0.535800,0.401123,13.9972
2025-08-29T11:16:25,0.749450,0.544730,0.408248,14.0380
2025-08-29T11:16:26,0.748644,0.535800,0.401123,14.0781
2025-08-29T11:16:26,0.803980,0.669750,0.538465,14.1320
2025-08-29T11:16:26,0.748913,0.535800,0.401267,14.1721
2025-08-29T11:16:26,0.749718,0.544730,0.408394,14.2129
2025-08-29T11:16:26,0.749450,0.535800,0.401555,14.2531
2025-08-29T11:16:27,0.749450,0.535800,0.401555,14.2932
2025-08-29T11:16:27,0.748644,0.535800,0.401123,14.3334
2025-08-29T11:16:27,0.873284,0.732260,0.639471,14.3973
